,Order,Batsman,Dismissal,R,B,M,4s,6s,SR,Batting Team,Bowling Team,Match ID,Season,Season Match No,Match No
1287,4,DT Christian,c Khawaja b Nannes,24,20,35,0,2,120,Brisbane Heat,Sydney Thunder,654065,BBL03,18,84
1288,5,CA Lynn,c †Carters b Nannes,56,35,40,1,6,160,Brisbane Heat,Sydney Thunder,654065,BBL03,18,84
1289,6,BCJ Cutting,not out,25,13,25,0,3,192.3,Brisbane Heat,Sydney Thunder,654065,BBL03,18,84
1290,7,JR Hopes (c),not out,12,8,12,1,0,150,Brisbane Heat,Sydney Thunder,654065,BBL03,18,84
1291,1,UT Khawaja,c Pomersbach b Hopes,22,22,31,1,0,100,Sydney Thunder,Brisbane Heat,654065,BBL03,18,84
1292,2,DP Hughes,c Forrest b Steketee,7,13,12,1,0,53.84,Sydney Thunder,Brisbane Heat,654065,BBL03,18,84
1293,3,MEK Hussey (c),c Forrest b Gannon,60,37,49,4,2,162.16,Sydney Thunder,Brisbane Heat,654065,BBL03,18,84
1294,4,KR Patterson,lbw b Hopes,2,4,7,0,0,50,Sydney Thunder,Brisbane Heat,654065,BBL03,18,84
1295,5,JS Floros, b Cutting,2,5,4,0,0,40,Sydney Thunder,Brisbane Heat,654065,BBL03,18,84
1296,6,CJ Borgas,c Pomersbach b Gannon,5,6,8,0,0,83.33,Sydney Thunder,Brisbane Heat,654065,BBL03,18,84
1297,7,RGL Carters †,c Vettori b Gannon,7,7,11,0,0,100,Sydney Thunder,Brisbane Heat,654065,BBL03,18,84
1298,8,CP Tremain,c & b Gannon,0,1,1,0,0,0,Sydney Thunder,Brisbane Heat,654065,BBL03,18,84
1299,9,BAW Mendis,c Christian b Steketee,8,5,5,2,0,160,Sydney Thunder,Brisbane Heat,654065,BBL03,18,84
1300,10,GS Sandhu,run out (Hopes),3,3,7,0,0,100,Sydney Thunder,Brisbane Heat,654065,BBL03,18,84
1301,11,DP Nannes,not out,0,1,2,0,0,0,Sydney Thunder,Brisbane Heat,654065,BBL03,18,84
1302,1,M Klinger,c Bird b Faulkner,42,49,77,3,1,85.71,Adelaide Strikers,Melbourne Stars,654067,BBL03,19,85
1303,2,AD Hales,c Maxwell b Bird,5,3,12,1,0,166.66,Adelaide Strikers,Melbourne Stars,654067,BBL03,19,85
1304,3,TP Ludeman †,c Muirhead b Faulkner,6,11,10,0,0,54.54,Adelaide Strikers,Melbourne Stars,654067,BBL03,19,85
1305,4,PJ Hughes (c),c †Wade b Faulkner,0,1,1,0,0,0,Adelaide Strikers,Melbourne Stars,654067,BBL03,19,85
1306,5,NJ Reardon, b Malinga,1,6,7,0,0,16.66,Adelaide Strikers,Melbourne Stars,654067,BBL03,19,85
1307,6,Shakib Al Hasan,c Faulkner b Wright,2,8,7,0,0,25,Adelaide Strikers,Melbourne Stars,654067,BBL03,19,85
1308,7,MG Neser,st †Wade b Muirhead,4,11,12,0,0,36.36,Adelaide Strikers,Melbourne Stars,654067,BBL03,19,85
1309,8,KW Richardson,run out (Maxwell/†Wade),21,24,34,2,1,87.5,Adelaide Strikers,Melbourne Stars,654067,BBL03,19,85
1310,9,JM Holland, b Malinga,0,3,3,0,0,0,Adelaide Strikers,Melbourne Stars,654067,BBL03,19,85
1311,10,GD Putland,not out,1,3,9,0,0,33.33,Adelaide Strikers,Melbourne Stars,654067,BBL03,19,85
1312,11,SW Tait,not out,1,1,1,0,0,100,Adelaide Strikers,Melbourne Stars,654067,BBL03,19,85
1313,1,CL White (c),c Shakib Al Hasan b Neser,13,12,23,1,0,108.33,Melbourne Stars,Adelaide Strikers,654067,BBL03,19,85
1314,2,LJ Wright,c Richardson b Neser,49,20,21,8,2,245,Melbourne Stars,Adelaide Strikers,654067,BBL03,19,85
1315,3,GJ Maxwell,not out,25,10,11,4,1,250,Melbourne Stars,Adelaide Strikers,654067,BBL03,19,85
1316,4,MS Wade †,not out,2,3,9,0,0,66.66,Melbourne Stars,Adelaide Strikers,654067,BBL03,19,85
1317,1,CJ Simmons, b Lee,0,2,1,0,0,0,Perth Scorchers,Sydney Sixers,654069,BBL03,20,86
1318,2,SM Katich (c),c †DLR Smith b Hazlewood,71,56,69,7,0,126.78,Perth Scorchers,Sydney Sixers,654069,BBL03,20,86
1319,3,MR Marsh,c †DLR Smith b Lee,0,2,1,0,0,0,Perth Scorchers,Sydney Sixers,654069,BBL03,20,86
1320,4,SM Whiteman †, b Lee,53,49,62,3,1,108.16,Perth Scorchers,Sydney Sixers,654069,BBL03,20,86
1321,5,AC Voges,not out,19,8,11,1,1,237.5,Perth Scorchers,Sydney Sixers,654069,BBL03,20,86
1322,6,AJ Turner,c SPD Smith b Lee,0,2,4,0,0,0,Perth Scorchers,Sydney Sixers,654069,BBL03,20,86
1323,7,HWR Cartwright,not out,0,1,3,0,0,0,Perth Scorchers,Sydney Sixers,654069,BBL03,20,86
1324,1,SNJ O'Keefe, b Behrendorff,10,6,5,2,0,166.66,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
1325,2,NJ Maddinson,c Voges b Yasir Arafat,8,7,10,2,0,114.28,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
1326,3,MC Henriques,c †Whiteman b Behrendorff,0,4,8,0,0,0,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
1327,4,SPD Smith (c),c Voges b Yasir Arafat,65,48,60,6,1,135.41,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
1328,5,MJ North,c †Whiteman b Behrendorff,0,1,1,0,0,0,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
1329,6,JC Silk,c & b Voges,23,24,28,2,0,95.83,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
1330,7,DLR Smith †,c Thomas b Hogg,12,12,19,1,0,100,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
1331,8,B Lee, b Yasir Arafat,13,9,18,0,1,144.44,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
1332,9,NM Lyon, b Yasir Arafat,0,2,2,0,0,0,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
1333,10,CT Tremlett,not out,8,6,11,1,0,133.33,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
1334,11,JR Hazlewood,not out,1,1,1,0,0,100,Sydney Sixers,Perth Scorchers,654069,BBL03,20,86
1335,1,TD Paine (c) †,c Hughes b Mendis,14,14,,1,0,100,Hobart Hurricanes,Sydney Thunder,654071,BBL03,21,87
1336,2,BR Dunk,c Khawaja b Sandhu,96,54,,8,5,177.77,Hobart Hurricanes,Sydney Thunder,654071,BBL03,21,87
1337,3,TR Birt,c Mendis b Sandhu,22,19,,1,1,115.78,Hobart Hurricanes,Sydney Thunder,654071,BBL03,21,87
1338,4,AC Blizzard,c Floros b Sandhu,15,15,,2,0,100,Hobart Hurricanes,Sydney Thunder,654071,BBL03,21,87
1339,5,OA Shah,c Sandhu b Tye,3,7,,0,0,42.85,Hobart Hurricanes,Sydney Thunder,654071,BBL03,21,87
1340,6,Shoaib Malik,not out,12,8,,1,0,150,Hobart Hurricanes,Sydney Thunder,654071,BBL03,21,87
1341,7,JW Wells,not out,3,4,,0,0,75,Hobart Hurricanes,Sydney Thunder,654071,BBL03,21,87
1342,1,UT Khawaja,c Hilfenhaus b Laughlin,28,30,,4,0,93.33,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
1343,2,DP Hughes, b Shoaib Malik,0,1,,0,0,0,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
1344,3,MEK Hussey (c),c Birt b Hilfenhaus,2,5,,0,0,40,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
1345,4,CJ Borgas,c Birt b Laughlin,8,11,,0,0,72.72,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
1346,5,JS Floros,run out (Laughlin/Birt),12,17,,0,0,70.58,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
1347,6,KR Patterson,st †Paine b Shoaib Malik,11,11,,0,0,100,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
1348,7,RGL Carters †,c Dunk b Laughlin,10,11,,0,0,90.9,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
1349,8,AJ Tye,c Wells b Boyce,7,6,,0,1,116.66,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
1350,9,BAW Mendis,c Birt b Boyce,5,6,,1,0,83.33,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
1351,10,GS Sandhu,c Bollinger b Boyce,1,2,,0,0,50,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
1352,11,DP Nannes,not out,0,0,,0,0,-,Sydney Thunder,Hobart Hurricanes,654071,BBL03,21,87
1353,1,C Kieswetter †,c Hodge b Bird,13,13,,2,0,100,Brisbane Heat,Melbourne Stars,654073,BBL03,22,88
1354,2,LA Pomersbach,lbw b Hussey,1,2,,0,0,50,Brisbane Heat,Melbourne Stars,654073,BBL03,22,88
1355,3,PJ Forrest,c Hastings b Bird,12,11,,1,0,109.09,Brisbane Heat,Melbourne Stars,654073,BBL03,22,88
1356,4,DT Christian,not out,68,49,,4,3,138.77,Brisbane Heat,Melbourne Stars,654073,BBL03,22,88
1357,5,CA Lynn,c Hodge b Wright,10,7,,1,0,142.85,Brisbane Heat,Melbourne Stars,654073,BBL03,22,88
1358,6,JR Hopes (c), b Malinga,2,4,,0,0,50,Brisbane Heat,Melbourne Stars,654073,BBL03,22,88
1359,7,CJM Sabburg,c †Wade b Hastings,16,28,,0,0,57.14,Brisbane Heat,Melbourne Stars,654073,BBL03,22,88
1360,8,BCJ Cutting,c Hussey b Malinga,7,6,,0,0,116.66,Brisbane Heat,Melbourne Stars,654073,BBL03,22,88
1361,9,CJ Gannon,not out,0,0,,0,0,-,Brisbane Heat,Melbourne Stars,654073,BBL03,22,88
1362,1,CL White (c),c Cutting b Steketee,17,13,,3,0,130.76,Melbourne Stars,Brisbane Heat,654073,BBL03,22,88
1363,2,LJ Wright,c †Kieswetter b Hopes,37,33,,4,1,112.12,Melbourne Stars,Brisbane Heat,654073,BBL03,22,88
1364,3,MS Wade †, b Gannon,33,28,,2,1,117.85,Melbourne Stars,Brisbane Heat,654073,BBL03,22,88
1365,4,BJ Hodge,c †Kieswetter b Hopes,1,4,,0,0,25,Melbourne Stars,Brisbane Heat,654073,BBL03,22,88
1366,5,DJ Hussey,c †Kieswetter b Hopes,16,16,,1,1,100,Melbourne Stars,Brisbane Heat,654073,BBL03,22,88
1367,6,RJ Quiney,c Lynn b Steketee,22,14,,1,1,157.14,Melbourne Stars,Brisbane Heat,654073,BBL03,22,88
1368,7,MP Stoinis,c Cutting b Gannon,11,8,,0,1,137.5,Melbourne Stars,Brisbane Heat,654073,BBL03,22,88
1369,8,JW Hastings,not out,8,2,,0,1,400,Melbourne Stars,Brisbane Heat,654073,BBL03,22,88
1370,9,JM Muirhead,not out,0,0,,0,0,-,Melbourne Stars,Brisbane Heat,654073,BBL03,22,88
1371,1,AJ Finch (c), b Sandhu,0,2,1,0,0,0,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
1372,2,DJ Harris,c Hussey b Tremain,30,31,58,4,0,96.77,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
1373,3,AJ Doolan,c Tremain b Sandhu,8,9,14,0,0,88.88,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
1374,4,BJ Rohrer,lbw b Tye,22,18,29,2,1,122.22,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
1375,5,MW Hill,st †Carters b Mendis,7,6,5,0,0,116.66,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
1376,6,PM Nevill †,c & b Sandhu,14,19,24,1,0,73.68,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
1377,7,AW O'Brien,c †Carters b Nannes,5,8,14,0,0,62.5,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
1378,8,JL Pattinson,c †Carters b Mendis,3,5,7,0,0,60,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
1379,9,NJ Rimmington,run out (Dilshan),8,9,13,0,0,88.88,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
1380,10,Fawad Ahmed,run out (Tye),1,4,5,0,0,25,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
1381,11,M Muralitharan,not out,0,0,3,0,0,-,Melbourne Renegades,Sydney Thunder,654075,BBL03,23,89
1382,1,UT Khawaja,not out,46,34,45,7,0,135.29,Sydney Thunder,Melbourne Renegades,654075,BBL03,23,89
1383,2,TM Dilshan,c Hill b Pattinson,46,29,37,7,1,158.62,Sydney Thunder,Melbourne Renegades,654075,BBL03,23,89
1384,3,MEK Hussey (c),not out,9,6,7,1,0,150,Sydney Thunder,Melbourne Renegades,654075,BBL03,23,89
1385,1,NJ Maddinson,c Hilfenhaus b Shoaib Malik,17,13,,2,1,130.76,Sydney Sixers,Hobart Hurricanes,654077,BBL03,24,90
1386,2,MJ Lumb,c Dunk b Hilfenhaus,23,13,,2,2,176.92,Sydney Sixers,Hobart Hurricanes,654077,BBL03,24,90
1387,3,MC Henriques,c Boyce b Hilfenhaus,31,21,,2,2,147.61,Sydney Sixers,Hobart Hurricanes,654077,BBL03,24,90
1388,4,SPD Smith (c),c Gulbis b Bollinger,52,32,,3,2,162.5,Sydney Sixers,Hobart Hurricanes,654077,BBL03,24,90
1389,5,MJ North,c Shah b Boyce,6,9,,1,0,66.66,Sydney Sixers,Hobart Hurricanes,654077,BBL03,24,90
1390,6,JC Silk,c Shah b Laughlin,32,27,,4,0,118.51,Sydney Sixers,Hobart Hurricanes,654077,BBL03,24,90
1391,7,SNJ O'Keefe,not out,6,3,,1,0,200,Sydney Sixers,Hobart Hurricanes,654077,BBL03,24,90
1392,8,DLR Smith †,not out,6,2,,1,0,300,Sydney Sixers,Hobart Hurricanes,654077,BBL03,24,90
1393,1,BR Dunk,st †DLR Smith b Lyon,39,35,,4,1,111.42,Hobart Hurricanes,Sydney Sixers,654077,BBL03,24,90
1394,2,TD Paine (c) †,st †DLR Smith b Lyon,57,30,,6,2,190,Hobart Hurricanes,Sydney Sixers,654077,BBL03,24,90
1395,3,JW Wells,lbw b O'Keefe,9,9,,0,0,100,Hobart Hurricanes,Sydney Sixers,654077,BBL03,24,90
1396,4,TR Birt,c SPD Smith b Hazlewood,33,21,,4,1,157.14,Hobart Hurricanes,Sydney Sixers,654077,BBL03,24,90
1397,5,OA Shah,c O'Keefe b North,11,10,,1,0,110,Hobart Hurricanes,Sydney Sixers,654077,BBL03,24,90
1398,6,EP Gulbis, b Hazlewood,7,8,,0,0,87.5,Hobart Hurricanes,Sydney Sixers,654077,BBL03,24,90
1399,7,Shoaib Malik,c SPD Smith b Lee,0,1,,0,0,0,Hobart Hurricanes,Sydney Sixers,654077,BBL03,24,90
1400,8,B Laughlin,run out (†Smith),2,2,,0,0,100,Hobart Hurricanes,Sydney Sixers,654077,BBL03,24,90
1401,9,BW Hilfenhaus,not out,3,3,,0,0,100,Hobart Hurricanes,Sydney Sixers,654077,BBL03,24,90
1402,10,CJ Boyce,not out,0,1,,0,0,0,Hobart Hurricanes,Sydney Sixers,654077,BBL03,24,90
1403,1,CJ Simmons,c Hales b Holland,102,41,,8,8,248.78,Perth Scorchers,Adelaide Strikers,654079,BBL03,25,91
1404,2,SM Katich (c), b Richardson,9,8,,2,0,112.5,Perth Scorchers,Adelaide Strikers,654079,BBL03,25,91
1405,3,SM Whiteman †,c Hughes b Holland,20,19,,2,0,105.26,Perth Scorchers,Adelaide Strikers,654079,BBL03,25,91
1406,4,AC Voges,c †Ludeman b Tait,10,13,,0,0,76.92,Perth Scorchers,Adelaide Strikers,654079,BBL03,25,91
1407,5,MR Marsh,run out (Neser),7,8,,0,0,87.5,Perth Scorchers,Adelaide Strikers,654079,BBL03,25,91
1408,6,AJ Turner,not out,27,14,,2,1,192.85,Perth Scorchers,Adelaide Strikers,654079,BBL03,25,91
1409,7,HWR Cartwright,c Neser b Tait,1,2,,0,0,50,Perth Scorchers,Adelaide Strikers,654079,BBL03,25,91
1410,8,PJ Cummins,c Botha b Tait,3,6,,0,0,50,Perth Scorchers,Adelaide Strikers,654079,BBL03,25,91
1411,9,JP Behrendorff,not out,15,9,,2,0,166.66,Perth Scorchers,Adelaide Strikers,654079,BBL03,25,91
1412,1,AD Hales, b Yasir Arafat,31,19,,3,2,163.15,Adelaide Strikers,Perth Scorchers,654079,BBL03,25,91
1413,2,PJ Hughes,c Hogg b Behrendorff,58,45,,6,1,128.88,Adelaide Strikers,Perth Scorchers,654079,BBL03,25,91
1414,3,JR Dean,run out (Cartwright),29,15,,2,2,193.33,Adelaide Strikers,Perth Scorchers,654079,BBL03,25,91
1415,4,TM Head,c Yasir Arafat b Turner,17,9,,0,2,188.88,Adelaide Strikers,Perth Scorchers,654079,BBL03,25,91
1416,5,NJ Reardon,c Cartwright b Cummins,30,18,,1,3,166.66,Adelaide Strikers,Perth Scorchers,654079,BBL03,25,91
1417,6,J Botha (c), b Hogg,9,5,,0,1,180,Adelaide Strikers,Perth Scorchers,654079,BBL03,25,91
1418,7,KW Richardson,not out,3,5,,0,0,60,Adelaide Strikers,Perth Scorchers,654079,BBL03,25,91
1419,8,TP Ludeman †,not out,15,5,,2,1,300,Adelaide Strikers,Perth Scorchers,654079,BBL03,25,91
1420,1,C Kieswetter †,c †Ludeman b Tait,51,46,,2,3,110.86,Brisbane Heat,Adelaide Strikers,654081,BBL03,26,92
1421,2,JA Burns,c Hughes b Neser,4,9,,0,0,44.44,Brisbane Heat,Adelaide Strikers,654081,BBL03,26,92
1422,3,LA Pomersbach, b Botha,20,16,,2,0,125,Brisbane Heat,Adelaide Strikers,654081,BBL03,26,92
1423,4,CA Lynn, b Botha,3,6,,0,0,50,Brisbane Heat,Adelaide Strikers,654081,BBL03,26,92
1424,5,BR McDermott,c Botha b Neser,30,26,,4,1,115.38,Brisbane Heat,Adelaide Strikers,654081,BBL03,26,92
1425,6,BCJ Cutting,c Holland b Tait,1,4,,0,0,25,Brisbane Heat,Adelaide Strikers,654081,BBL03,26,92
1426,7,JR Hopes (c),not out,12,9,,1,0,133.33,Brisbane Heat,Adelaide Strikers,654081,BBL03,26,92
1427,8,DL Vettori, b Richardson,1,2,,0,0,50,Brisbane Heat,Adelaide Strikers,654081,BBL03,26,92
1428,9,RJ Harris,not out,1,2,,0,0,50,Brisbane Heat,Adelaide Strikers,654081,BBL03,26,92
1429,1,M Klinger,c & b Steketee,17,19,,3,0,89.47,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
1430,2,AD Hales,lbw b Vettori,3,7,,0,0,42.85,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
1431,3,JR Dean,st †Kieswetter b Vettori,2,4,,0,0,50,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
1432,4,PJ Hughes,c †Kieswetter b Hopes,7,10,,1,0,70,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
1433,5,NJ Reardon,c Steketee b Gannon,33,35,,3,0,94.28,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
1434,6,TP Ludeman †,c †Kieswetter b Hopes,22,20,,0,1,110,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
1435,7,J Botha (c), b Harris,0,2,,0,0,0,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
1436,8,MG Neser,c Harris b Gannon,5,5,,0,0,100,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
1437,9,KW Richardson,c Pomersbach b Gannon,1,3,,0,0,33.33,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
1438,10,JM Holland,not out,5,5,,0,0,100,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
1439,11,SW Tait, b Harris,0,1,,0,0,0,Adelaide Strikers,Brisbane Heat,654081,BBL03,26,92
1440,1,NJ Maddinson,st †Nevill b O'Brien,3,3,5,0,0,100,Sydney Sixers,Melbourne Renegades,654083,BBL03,27,93
1441,2,MJ Lumb,c Rohrer b Rimmington,18,16,25,2,0,112.5,Sydney Sixers,Melbourne Renegades,654083,BBL03,27,93
1442,3,MC Henriques,st †Nevill b Muralitharan,55,39,51,7,1,141.02,Sydney Sixers,Melbourne Renegades,654083,BBL03,27,93
1443,4,SPD Smith (c),c & b O'Brien,25,22,23,0,1,113.63,Sydney Sixers,Melbourne Renegades,654083,BBL03,27,93
1444,5,MJ North,not out,30,21,32,2,1,142.85,Sydney Sixers,Melbourne Renegades,654083,BBL03,27,93
